country,keyword,search_volume,cpc,competition_level,source,difficulty,relevance,score
es,aemet madrid tiempo,33100,0,LOW,w3,22,10,15515.6
es,ibis madrid aeropuerto barajas,18100,0.73,LOW,w3,4,8,15514.3
es,ficha tecnica coche,18100,1.36,LOW,w3,4,8,15514.3
es,parking aena,18100,0.09,LOW,w3,4,8,15514.3
es,tiempo hoy valencia,49500,0,LOW,w3,38,10,15468.8
es,metro madrid línea 5,49500,0,LOW,w3,24,7,15286.8
es,palau de la musica valencia,33100,1.53,LOW,w3,16,8,15276.9
es,tiempo en puerto real,22200,0,LOW,w3,12,10,15136.4
es,precio gasolina,60500,0.3,LOW,w3,38,8,15125.0
es,mancha real tiempo,12100,0,LOW,w3,2,10,15125.0
es,mapa de metro madrid,33100,0.05,LOW,w3,13,7,15110.9
es,puerto de la cruz el tiempo,27100,0,LOW,w3,17,10,15055.6
es,el tiempo.es alcala la real,27100,0,LOW,w3,17,10,15055.6
es,alcala la real tiempo,27100,0,LOW,w3,17,10,15055.6
es,manifestacion madrid,12100,0,LOW,w3,1,9,14850.0
pt,meteorologia em pedroso,9900,0,LOW,w3,0,10,14850.0
pt,tempo para londres,9900,0,LOW,w5,0,10,14850.0
es,aeropuerto barcelona t1,22200,0.13,LOW,w3,8,8,14800.0
es,aeropuerto de santiago de compostela,14800,1.15,LOW,w3,2,8,14800.0
es,estación Atocha,40500,0.05,LOW,seed,27,9,14777.0
es,metro linea 1 madrid,40500,0,LOW,w3,19,7,14663.8
es,metro madrid línea 1,40500,0,LOW,w3,19,7,14663.8
es,tiempo valencia hoy,49500,0,LOW,w3,41,10,14558.8
pt,preço dos combustíveis para a próxima semana,12100,0,LOW,w3,0,8,14520.0
es,calculadora gasolina,12100,0.89,LOW,w3,0,8,14520.0
es,el tiempo en tenerife,27100,0.05,LOW,w3,18,10,14517.9
es,metro linea 3 madrid,33100,0,LOW,w3,14,7,14481.3
es,vuelos madrid londres,18100,0.6,HIGH,w3,0,8,14480.0
es,vuelos madrid tenerife,18100,0.58,HIGH,w3,0,8,14480.0
es,vuelos madrid roma,18100,0.62,HIGH,w3,0,8,14480.0
es,vuelos en tiempo real,22200,0.5,LOW,seed,13,10,14478.3
es,incidencias en renfe hoy,18100,0,LOW,w3,7,9,14373.5
pt,tempo amanhã porto,18100,0.06,LOW,w3,9,10,14289.5
pt,meteorologia em esposende,18100,0,LOW,w3,9,10,14289.5
es,clima sevilla españa,49500,2.51,LOW,w3,42,10,14278.8
es,radares de tramo,14800,1.09,LOW,seed,4,9,14271.4
es,puerto de Valencia,27100,0.48,LOW,seed,10,7,14227.5
es,puerto colon,27100,0.52,LOW,w3,10,7,14227.5
es,linea metro 2 madrid,27100,0,LOW,w3,10,7,14227.5
es,puerto hurraco,14800,0,LOW,w3,1,7,14127.3
es,renfe cercanias madrid,60500,0.84,LOW,w3,48,9,14081.9
pt,meteorologia seia,12100,0,LOW,w3,3,10,13961.5
es,metro línea 3 madrid,33100,0,LOW,w3,15,7,13902.0
pt,meteorologia são joão da madeira,14800,0,LOW,w3,6,10,13875.0
pt,meteorologia odivelas,14800,0.26,LOW,w3,6,10,13875.0
es,previsión tiempo madrid,49500,0,LOW,w3,44,10,13750.0
es,control de velocidad radar,12100,1.49,LOW,w3,2,9,13612.5
es,metro linea 2 madrid,27100,0,LOW,w3,11,7,13550.0
pt,meteorologia em coruche,9900,0.92,LOW,w3,1,10,13500.0
pt,meteorologia castelo de paiva,9900,0,LOW,w3,1,10,13500.0
es,madrid tiempo aemet,33100,0,LOW,w3,27,10,13418.9
es,linea metro 3 madrid,33100,0,LOW,w3,16,7,13367.3
es,estacion de trenes fuengirola,9900,0.24,LOW,w3,0,9,13365.0
es,estación renfe pozuelo,9900,0.8,LOW,w3,0,9,13365.0
es,hotel nh madrid atocha,9900,1.43,LOW,w3,0,9,13365.0
es,hotel madrid nh atocha,9900,1.43,LOW,w3,0,9,13365.0
es,manifestación barcelona hoy,9900,0.22,LOW,w3,0,9,13365.0
es,manifestaciones barcelona hoy,9900,0.22,LOW,w3,0,9,13365.0
es,manifestacion hoy barcelona,9900,0.22,LOW,w3,0,9,13365.0
es,estación de málaga-maría zambrano,9900,0.18,LOW,w3,0,9,13365.0
es,estación de tren de fuengirola,9900,0.24,LOW,w3,0,9,13365.0
es,estación de tren fuengirola,9900,0.24,LOW,w3,0,9,13365.0
es,estación de tren benalmádena-arroyo de la miel,9900,0,LOW,w3,0,9,13365.0
es,estación de autobuses de gijón,9900,0.75,LOW,w3,0,9,13365.0
es,estación de servicio campsa express,9900,0.6,LOW,w5,0,9,13365.0
es,estación de tren benalmádena arroyo de la miel,9900,0,LOW,w5,0,9,13365.0
es,línea 1 metro madrid,40500,0,LOW,w3,22,7,13289.1
es,aeropuerto barajas,33100,1.09,LOW,w3,20,8,13240.0
es,barcelona tiempo,40500,1.35,LOW,w3,36,10,13206.5
es,tiempo burgos hoy,14800,0,LOW,w3,7,10,13058.8
es,notas dgt,40500,1.87,LOW,w3,32,9,13017.9
pt,meteorologia ponte de sor,12100,0,LOW,w3,4,10,12964.3
pt,meteorologia em seia,12100,0,LOW,w3,4,10,12964.3
es,alquiler furgoneta,40500,1.47,HIGH,seed,12,7,12886.4
es,linea 2 metro barcelona,12100,0.09,LOW,w3,0,7,12705.0
es,san juan pie de puerto,12100,3.56,LOW,w3,0,7,12705.0
es,puerto blanco calpe,12100,0.87,LOW,w3,0,7,12705.0
es,pisos alquiler logroño,12100,0.27,LOW,w3,0,7,12705.0
es,pisos alquiler sabadell,12100,0.37,LOW,w3,0,7,12705.0
es,alquiler piso oviedo,12100,0.16,LOW,w3,0,7,12705.0
es,multas ayuntamiento de madrid,12100,2.78,LOW,w3,0,7,12705.0
es,linea 11 metro madrid,12100,0,LOW,w3,0,7,12705.0
pt,jogo do porto benfica,12100,1.46,LOW,w3,0,7,12705.0
pt,queima das fitas porto 2025,12100,0,LOW,w3,0,7,12705.0
es,línea 11 metro madrid,12100,0,LOW,w3,0,7,12705.0
es,metro las rosas,12100,0.6,LOW,w3,0,7,12705.0
es,pisos alquiler bilbao,12100,0.44,LOW,w3,0,7,12705.0
es,alquiler de piso en alcalá de henares,12100,0.38,LOW,w5,0,7,12705.0
es,alquiler piso alcala de henares,12100,0.38,LOW,w5,0,7,12705.0
es,alquiler pisos leon,12100,0.22,LOW,w5,0,7,12705.0
es,alquiler pisos alcala de henares,12100,0.38,LOW,w5,0,7,12705.0
es,pisos alquiler murcia,12100,0.17,LOW,w5,0,7,12705.0
es,alquiler pisos salamanca,12100,0.17,LOW,w5,0,7,12705.0
es,parking de motos,12100,0.27,LOW,w5,0,7,12705.0
es,aeropuerto santiago de compostela,14800,1.15,LOW,w3,4,8,12685.7
es,alquiler habitacion madrid,18100,0.81,MEDIUM,w3,0,7,12670.0
es,coches sin carnet,18100,0.51,HIGH,w5,0,7,12670.0
es,renfe cercanias cadiz,27100,0.88,LOW,w3,19,9,12615.5
es,tiempo madrid prevision,49500,0,LOW,w3,49,10,12584.7
es,renfe cercanías santander,12100,0.94,LOW,w3,3,9,12565.4
es,linea 1 metro madrid,40500,0,LOW,w3,24,7,12507.4
es,meteocat barcelona,60500,0,LOW,w3,63,10,12431.5
es,meteo barcelona,60500,0,LOW,w3,63,10,12431.5
pt,meteorologia cabeceiras de basto,9900,0,LOW,w3,2,10,12375.0
pt,meteorologia oliveira do hospital,9900,0,LOW,w3,2,10,12375.0
es,tiempo: puerto real,22200,0,LOW,w3,17,10,12333.3
es,linea 4 metro madrid,22200,0,LOW,w3,9,7,12268.4
pt,meteorologia lousã,8100,0,LOW,w3,0,10,12150.0
pt,risco tsunami portugal ipma,8100,0,LOW,w3,0,10,12150.0
pt,meteorologia em vieira do minho,8100,0,LOW,w3,0,10,12150.0
pt,meteorologia em borba,8100,0,LOW,w3,0,10,12150.0
es,valencia de don juan tiempo,8100,0,LOW,w3,0,10,12150.0
es,aemet malaga por horas,8100,0,LOW,w5,0,10,12150.0
pt,meteo lisboa,33100,0,LOW,w3,31,10,12109.8
pt,eleições benfica 2025,12100,0,LOW,w3,2,8,12100.0
es,aeropuerto sevilla,12100,1.58,LOW,w3,2,8,12100.0
es,metro madrid linea 5,49500,0,LOW,w3,33,7,12087.2
es,línea 7 metro madrid,33100,0,LOW,w3,19,7,11984.5
es,el tiempo en velez malaga,22200,0,LOW,w5,18,10,11892.9
es,carrefour gasolinera,9900,0.13,LOW,seed,0,8,11880.0
pt,b&b hotel lisboa aeroporto,9900,1.19,LOW,w3,0,8,11880.0
pt,chegadas aeroporto ponta delgada,9900,0.58,LOW,w3,0,8,11880.0
pt,chegada aeroporto,9900,0.08,LOW,w3,0,8,11880.0
es,aeropuerto santander,9900,2.75,LOW,w3,0,8,11880.0
es,costa rica que hora es,9900,0,LOW,w3,0,8,11880.0
es,aeropuerto de bruselas,9900,1.44,LOW,w3,0,8,11880.0
es,restaurante el puerto,18100,0.43,LOW,w3,6,7,11878.1
es,la taberna del puerto,18100,0.43,LOW,w3,6,7,11878.1
es,vuelos baratos desde sevilla,14800,0.25,MEDIUM,w3,0,8,11840.0
es,vuelos baratos desde valencia,14800,0.34,HIGH,w3,0,8,11840.0
es,vuelos a budapest,14800,0.36,MEDIUM,w3,0,8,11840.0
es,vuelos a amsterdam,14800,0.5,HIGH,w3,0,8,11840.0
es,aeropuerto de bilbao bio barrio gaztañaga loiu,14800,0.2,LOW,w3,5,8,11840.0
es,mercado continuo tiempo real gratis,33100,0.65,LOW,w3,32,10,11821.4
es,puerto de santa maria,40500,0.94,LOW,w3,26,7,11812.5
es,metro de madrid linea 1,40500,0,LOW,w3,26,7,11812.5
es,sevilla españa clima,49500,2.51,LOW,w3,53,10,11785.7
es,examen dgt,33100,0.55,LOW,w3,28,9,11759.2
es,metro madrid linea 4,22200,0,LOW,w3,10,7,11655.0
es,metro de madrid linea 7,33100,0,LOW,w3,20,7,11585.0
es,aeropuerto madrid,40500,1.12,LOW,w3,32,8,11571.4
es,metropolis madrid,12100,0.82,LOW,w3,1,7,11550.0
es,lluvia valencia,40500,0,LOW,w3,27,7,11493.2
es,alquiler furgonetas,40500,1.47,HIGH,w3,15,7,11340.0
es,linea de metro 1,40500,0,LOW,w3,28,7,11190.8
es,qué hora es en república dominicana,12100,0,LOW,w3,3,8,11169.2
pt,rio ave porto,9900,0.51,LOW,w3,2,9,11137.5
es,estación de tren sants barcelona,18100,0.31,LOW,w3,12,9,11106.8
pt,previsão tempo porto,22200,0,LOW,w3,20,10,11100.0
es,el tiempo vélez málaga,22200,0,LOW,w5,20,10,11100.0
es,linea 5 metro madrid,49500,0,LOW,w3,37,7,11058.5
es,tiempo puerto sagunto,8100,0,LOW,w3,1,10,11045.5
pt,meteorologia olhão,8100,0,LOW,w3,1,10,11045.5
pt,meteorologia funchal,27100,0.22,LOW,w3,27,10,10986.5
es,estacion sur madrid,8100,0.12,LOW,w3,0,9,10935.0
es,peajes portugal,8100,1.39,LOW,w3,0,9,10935.0
es,estación de autobuses ferrol,8100,0.33,LOW,w3,0,9,10935.0
es,estación de benimaclet,8100,0.31,LOW,w3,0,9,10935.0
es,regenradar mallorca,8100,0,LOW,w3,0,9,10935.0
es,parking chamartin,8100,0.96,LOW,w5,0,9,10935.0
pt,jogo porto hoje,33100,0.6,LOW,w3,22,7,10860.9
pt,meteorologia vila nova de gaia,18100,0.2,LOW,w3,15,10,10860.0
pt,chegadas aeroporto lajes,9900,1.95,LOW,w3,1,8,10800.0
es,horarios renfe cercanias madrid,27100,0.86,LOW,w3,24,9,10760.3
es,estación de autobuses cerca de mi,27100,0.06,LOW,w5,24,9,10760.3
es,mañana tiempo en madrid,22200,0,LOW,w3,21,10,10741.9
es,meteo.cat barcelona,60500,0,LOW,w3,75,10,10676.5
pt,voos em tempo real,12100,0.45,LOW,seed,7,10,10676.5
es,aeropuerto Bilbao,22200,2.09,LOW,seed,15,8,10656.0
es,radio clasica en directo,22200,0.23,LOW,w3,15,8,10656.0
es,linea 1 de metro madrid,40500,0,LOW,w3,30,7,10631.2
es,eltiempo.es madrid,49500,0.01,LOW,w3,60,10,10607.1
pt,meteorologia em palmela,9900,0,LOW,w3,4,10,10607.1
pt,meteorologia para mangualde,9900,0.3,LOW,w3,4,10,10607.1
es,tiempo hoy en burgos,14800,0,LOW,w3,11,10,10571.4
es,aemet tiempo: madrid,33100,0,LOW,w3,37,10,10563.8
es,línea 3 metro madrid,33100,0,LOW,w3,23,7,10531.8
es,radar lluvia valencia,14800,0,LOW,w3,9,9,10515.8
es,aemet torrelavega,18100,0,LOW,w3,16,10,10442.3
es,línea roja metro barcelona,9900,0,LOW,w3,0,7,10395.0
es,linea roja metro barcelona,9900,0,LOW,w3,0,7,10395.0
es,mirador de puerto de mogán,9900,0.11,LOW,w3,0,7,10395.0
es,puerto de sóller,9900,0.56,LOW,w3,0,7,10395.0
es,puerto venecia zaragoza,9900,1.16,LOW,w3,0,7,10395.0
es,puerto de la morcuera,9900,0.25,LOW,w3,0,7,10395.0
es,linea 4 metro barcelona,9900,0,LOW,w3,0,7,10395.0
es,metro linea roja barcelona,9900,0,LOW,w3,0,7,10395.0
es,puerto lápice,9900,3.24,LOW,w3,0,7,10395.0
es,metro barcelona linea 4,9900,0,LOW,w3,0,7,10395.0
es,puerto palma de mallorca,9900,0.54,LOW,w3,0,7,10395.0
es,hiperdino puerto de la cruz,9900,0.26,LOW,w3,0,7,10395.0
es,metro linea 4 barcelona,9900,0,LOW,w3,0,7,10395.0
es,mallorca puerto soller,9900,0.56,LOW,w3,0,7,10395.0
es,pisos alquiler vitoria,9900,0.33,LOW,w3,0,7,10395.0
es,linea metro 8 madrid,9900,0,LOW,w3,0,7,10395.0
pt,metro lisboa greve,9900,0,LOW,w3,0,7,10395.0
pt,greves metro lisboa,9900,0,LOW,w3,0,7,10395.0
pt,metro lisboa greves,9900,0,LOW,w3,0,7,10395.0
pt,greve do metro lisboa,9900,0,LOW,w3,0,7,10395.0
pt,greve metro lisboa,9900,0,LOW,w3,0,7,10395.0
es,metro puerta del angel,9900,0.11,LOW,w3,0,7,10395.0
es,aparcamiento san pedro catedral 2,9900,0.2,LOW,w3,0,7,10395.0
es,pisos alquiler burgos,9900,0.27,LOW,w3,0,7,10395.0
pt,metro reboleira,9900,0.71,LOW,w3,0,7,10395.0
es,alquiler pisos burgos,9900,0.27,LOW,w5,0,7,10395.0
es,alicante alquiler pisos,9900,0.37,LOW,w5,0,7,10395.0
es,alquiler piso alicante,9900,0.37,LOW,w5,0,7,10395.0
es,alquiler piso cordoba,9900,0.26,LOW,w5,0,7,10395.0
es,pisos alquiler santander,9900,0.18,LOW,w5,0,7,10395.0
es,parking camiones,9900,0.46,LOW,w5,0,7,10395.0
es,parkholi parking turístico,9900,0.25,LOW,w5,0,7,10395.0
es,metro madrid linea 1,40500,0,LOW,w3,31,7,10372.0
es,linea 5 metro barcelona,14800,0.3,LOW,w3,5,7,10360.0
es,proximo ferry,14800,2.72,LOW,w3,5,7,10360.0
es,alquiler coche valencia,14800,2.38,HIGH,w5,0,7,10360.0
es,clima valencia,33100,0,LOW,w3,38,10,10343.8
es,renfe cercanias sevilla horarios,9900,0,LOW,w5,3,9,10280.8
pt,ipma previsão alargada 25 dias,27100,0.33,LOW,w3,30,10,10162.5
es,el tiempo en manzanares el real,14800,0,LOW,w3,12,10,10090.9
es,el tiempo: puerto real,18100,0,LOW,w3,17,10,10055.6
es,tarjeta dorada renfe,22200,0.14,LOW,w3,20,9,9990.0
es,dgt estado carreteras,49500,1.58,LOW,w3,57,9,9973.9
es,tarjeta más renfe,8100,2.21,LOW,w3,1,9,9940.9
es,gran canaria tiempo,27100,0,LOW,w3,31,10,9914.6
pt,aeroporto ponta delgada,9900,2.74,LOW,w3,2,8,9900.0
pt,meteorologia oliveira de frades,6600,0,LOW,w3,0,10,9900.0
pt,tempo para vila franca de xira,6600,0,LOW,w3,0,10,9900.0
pt,tempo para porto santo,6600,0,LOW,w3,0,10,9900.0
pt,meteorologia rio maior,6600,0.68,LOW,w3,0,10,9900.0
pt,meteorologia londres,6600,0,LOW,w3,0,10,9900.0
pt,meteorologia para oliveira de frades,6600,0,LOW,w3,0,10,9900.0
pt,meteorologia tempestade marta,6600,0,LOW,w3,0,10,9900.0
pt,meteorologia em samora correia,6600,0,LOW,w3,0,10,9900.0
es,precio oro tiempo real,6600,0.12,LOW,w3,0,10,9900.0
es,aeropuerto de malaga,14800,1.35,LOW,w3,8,8,9866.7
es,plano cercanías madrid,18100,0,LOW,w3,15,9,9774.0
es,mapa cercanías madrid,18100,0,LOW,w3,15,9,9774.0
es,metro madrid linea 11,12100,0,LOW,w3,3,7,9773.1
pt,jogo porto benfica,12100,1.46,LOW,w3,3,7,9773.1
es,aeropuerto Gran Canaria,8100,2.24,LOW,seed,0,8,9720.0
pt,castro electrónica porto,8100,0.03,LOW,w3,0,8,9720.0
pt,guerin aeroporto lisboa,8100,1.02,LOW,w3,0,8,9720.0
pt,aeroporto ponta delgada partidas,8100,1.56,LOW,w3,0,8,9720.0
es,plaza santa ana madrid,8100,0.48,LOW,w3,0,8,9720.0
es,b&b hotel madrid aeropuerto t1-t2-t3,8100,1.03,LOW,w3,0,8,9720.0
es,hilton aeropuerto madrid,8100,1.06,LOW,w3,0,8,9720.0
es,b&b hotel madrid aeropuerto t4,8100,1.02,LOW,w3,0,8,9720.0
es,a.park parking aeropuerto madrid terminal 4,8100,0.78,LOW,w3,0,8,9720.0
es,llegadas aeropuerto malaga,8100,0.14,LOW,w3,0,8,9720.0
es,hotel travelodge valencia aeropuerto,8100,0.78,LOW,w3,0,8,9720.0
es,b&b hotel madrid aeropuerto t1 t2 t3,8100,1.03,LOW,w3,0,8,9720.0
es,aeropuerto milan,8100,0.78,LOW,w3,0,8,9720.0
es,ispc instituto de seguridad pública de cataluña,8100,0,LOW,w3,0,8,9720.0
es,avenida republica argentina,8100,0.34,LOW,w3,0,8,9720.0
pt,lotaria classica hora sorteio de hoje,8100,0,LOW,w3,0,8,9720.0
es,factory aeropuerto,8100,0.62,LOW,w3,0,8,9720.0
es,linea 12 metro madrid,14800,0,LOW,w3,6,7,9712.5
es,alcoy aemet,18100,0,LOW,w3,18,10,9696.4
es,el tiempo en barcelona 14 dias,18100,0,LOW,w3,18,10,9696.4
es,el tiempo 14 días barcelona,18100,0,LOW,w3,18,10,9696.4
es,tiempo palma del rio,18100,0,LOW,w5,18,10,9696.4
es,tiempo en palma del rio,18100,0,LOW,w5,18,10,9696.4
es,vuelos desde alicante baratos,12100,0.28,MEDIUM,w3,0,8,9680.0
es,vuelos baratos desde bilbao,12100,0.37,HIGH,w3,0,8,9680.0
es,vuelos baratos desde alicante,12100,0.28,MEDIUM,w3,0,8,9680.0
es,vuelos a praga,12100,0.46,MEDIUM,w3,0,8,9680.0
es,vuelos bilbao sevilla,12100,0.67,HIGH,w3,0,8,9680.0
es,barcelona prevision tiempo,33100,0,LOW,w3,42,10,9548.1
es,aemet santa cruz de tenerife,22200,0,LOW,w3,25,10,9514.3
es,madrid alerta naranja,18100,0,LOW,w3,10,7,9502.5
es,bandera puerto rico,9900,0.07,LOW,w3,1,7,9450.0
es,metro arturo soria,9900,0.36,LOW,w3,1,7,9450.0
es,examen teorico dgt,18100,0.24,LOW,w3,16,9,9398.1
es,alquiler,33100,0.68,LOW,w3,27,7,9393.2
es,metro madrid linea 3,33100,0,LOW,w3,27,7,9393.2
es,linea 3 metro madrid,33100,0,LOW,w3,27,7,9393.2
es,aemet alcoy,18100,0,LOW,w3,19,10,9362.1
pt,meteorologia em fernão ferro,8100,0,LOW,w3,3,10,9346.2
es,el tiempo en talavera la real,8100,0,LOW,w3,3,10,9346.2
es,linea 12 del metro madrid,14800,0,LOW,w3,7,7,9141.2
es,metro madrid linea 12,14800,0,LOW,w3,7,7,9141.2
es,línea 12 metro madrid,14800,0,LOW,w3,7,7,9141.2
es,carnet joven madrid,14800,0,LOW,w3,7,7,9141.2
es,estación Zaragoza Delicias,8100,0.62,LOW,seed,2,9,9112.5
es,radar lluvia mallorca,8100,0,LOW,w3,2,9,9112.5
es,renfe santa justa,14800,0.2,LOW,w3,12,9,9081.8
es,horario renfe asturias,14800,0,LOW,w5,12,9,9081.8
es,aemet puerto de santa maria,12100,0,LOW,w3,10,10,9075.0
es,aeropuerto barcelona t2,12100,0.13,LOW,w3,6,8,9075.0
es,salidas aeropuerto de sevilla,12100,0.36,LOW,w3,6,8,9075.0
es,que hora es en república dominicana,12100,0,LOW,w3,6,8,9075.0
es,estación de autobuses de valladolid,12100,0.25,LOW,w3,8,9,9075.0
es,cercanías plano madrid,18100,0,LOW,w3,17,9,9050.0
pt,aeroporto do porto,33100,1.45,LOW,w3,34,8,9027.3
es,alerta aemet,22200,0,LOW,seed,27,10,9000.0
pt,meteorologia porto santo,6600,0,LOW,w3,1,10,9000.0
es,correo universidad politecnica de madrid,60500,0,LOW,w3,71,8,8963.0
es,hostal madrid atocha,9900,0.98,MEDIUM,w3,0,9,8910.0
es,radar lluvia murcia,6600,0,LOW,w3,0,9,8910.0
es,estación de autobuses ciudad real,6600,0.14,LOW,w3,0,9,8910.0
es,cámaras calar alto,6600,0,LOW,w3,0,9,8910.0
es,manifestación hoy en madrid última hora,6600,0,LOW,w3,0,9,8910.0
es,restricciones dgt,6600,0,LOW,w3,0,9,8910.0
es,estación de autobuses de santa pola,6600,0.14,LOW,w3,0,9,8910.0
pt,estacionamento camoes,6600,0.17,LOW,w3,0,9,8910.0
pt,parque estacionamento lagoa do canário,6600,0,LOW,w3,0,9,8910.0
es,estación de autobuses de jerez de la frontera,6600,0.24,LOW,w5,0,9,8910.0
es,estación fgc rubí centre,6600,0.35,LOW,w5,0,9,8910.0
es,metro madrid linea 2,27100,0,LOW,w3,22,7,8892.2
es,linea 2 metro madrid,27100,0,LOW,w3,22,7,8892.2
es,vuelos baratos desde madrid,22200,0.48,HIGH,w3,10,8,8880.0
es,que hora es en republica dominicana,22200,0,LOW,w3,20,8,8880.0
es,tiempo Las Palmas,27100,0,LOW,seed,36,10,8837.0
es,aeropuerto Tenerife Sur,8100,1.13,LOW,seed,1,8,8836.4
pt,lotaria clássica hora sorteio de hoje,8100,0,LOW,w3,1,8,8836.4
es,puntos dgt,33100,1.72,LOW,w3,41,9,8761.8
pt,tempo para vila nova de gaia,9900,0,LOW,w3,7,10,8735.3
pt,portagens,18100,1.04,LOW,seed,18,9,8726.8
es,plan cercanias madrid,18100,0,LOW,w3,18,9,8726.8
es,renfe cercanias malaga,14800,0.84,LOW,w3,13,9,8687.0
pt,meteorologia em amarante,8100,0,LOW,w3,4,10,8678.6
es,tiempos verbales español,8100,0.06,LOW,w3,4,10,8678.6
es,español tiempos verbales,8100,0.06,LOW,w3,4,10,8678.6
es,tiempo mañana valencia,27100,0,LOW,w3,37,10,8648.9
es,linea metro 4 madrid,22200,0,LOW,w3,17,7,8633.3
es,puerto marina benalmadena,14800,0.9,LOW,w3,8,7,8633.3
es,manifestación madrid,12100,0,LOW,w3,9,9,8597.4
es,renfe bilbao,12100,0.66,LOW,w3,9,9,8597.4
es,cercanias bilbao,12100,0,LOW,w3,9,9,8597.4
es,el tiempo hoy,60500,0,LOW,seed,96,10,8561.3
pt,tempo para 10 dias,22200,0,LOW,w3,29,10,8538.5
es,puerto pollensa,8100,1.58,LOW,w3,0,7,8505.0
es,linea 3 metro barcelona,8100,0,LOW,w3,0,7,8505.0
es,metro barcelona linea 3,8100,0,LOW,w3,0,7,8505.0
es,metro de barcelona linea 3,8100,0,LOW,w3,0,7,8505.0
es,picú puerto banús,8100,0.3,LOW,w3,0,7,8505.0
es,teleférico del puerto,8100,0.33,LOW,w3,0,7,8505.0
es,puerto de la ragua,8100,0.18,LOW,w3,0,7,8505.0
es,restaurante puerto rico,8100,0.4,LOW,w3,0,7,8505.0
es,picú puerto banus,8100,0.3,LOW,w3,0,7,8505.0
es,puerto de naos,8100,1.14,LOW,w3,0,7,8505.0
es,puerto cristal,8100,0.25,LOW,w3,0,7,8505.0
es,occidental puerto banus,8100,1.41,LOW,w3,0,7,8505.0
es,línea 3 metro barcelona,8100,0,LOW,w3,0,7,8505.0
es,linea metro 3 barcelona,8100,0,LOW,w3,0,7,8505.0
es,pisos alquiler badalona,8100,0.44,LOW,w3,0,7,8505.0
es,pisos alquiler reus,8100,0.43,LOW,w3,0,7,8505.0
pt,praia de porto de mos,8100,0.41,LOW,w3,0,7,8505.0
es,línea 1 metro,8100,0,LOW,w3,0,7,8505.0
es,puerto rico hora,8100,0,LOW,w3,0,7,8505.0
es,hora en puerto rico,8100,0,LOW,w3,0,7,8505.0
pt,metro casa da música,8100,0.03,LOW,w3,0,7,8505.0
pt,greve dos metros,8100,0,LOW,w3,0,7,8505.0
es,pisos alquiler valencia,8100,0.28,LOW,w3,0,7,8505.0
es,parking valencia,8100,0.49,LOW,w3,0,7,8505.0
es,alquiler pisos toledo,8100,0.39,LOW,w5,0,7,8505.0
es,alquiler piso en torrejon de ardoz,8100,0.85,LOW,w5,0,7,8505.0
es,alquiler pisos palma,8100,0.44,LOW,w5,0,7,8505.0
es,alquiler piso getafe,8100,0.54,LOW,w5,0,7,8505.0
es,pisos alquiler castellon,8100,0.24,LOW,w5,0,7,8505.0
es,restaurantes el puerto de santa maria,8100,0.24,LOW,w5,0,7,8505.0
es,el puerto de santa maria restaurante,8100,0.24,LOW,w5,0,7,8505.0
es,alerta roja en malaga,8100,0,LOW,w5,0,7,8505.0
es,parking palma,8100,0.21,LOW,w5,0,7,8505.0
es,parking bsm sant genís vall d'hebron,8100,0.61,LOW,w5,0,7,8505.0
es,parking balcon de europa,8100,0.37,LOW,w5,0,7,8505.0
es,parking diagonal mar,8100,0.06,LOW,w5,0,7,8505.0
es,parking tibidabo,8100,0.16,LOW,w5,0,7,8505.0
es,parking bsm sant genís-vall d'hebron,8100,0.61,LOW,w5,0,7,8505.0
es,aeropuerto de sevilla llegadas,9900,0.39,LOW,w3,4,8,8485.7
es,carpeta ciudadana madrid,33100,0,LOW,w3,31,7,8476.8
es,ferry barcelona menorca,12100,1.42,HIGH,w3,0,7,8470.0
pt,simulador seguro automóvel,12100,2.61,HIGH,w5,0,7,8470.0
es,csif unión autonómica de madrid,14800,0.29,LOW,w3,11,8,8457.1
es,planos cercanias madrid,18100,0,LOW,w3,19,9,8425.9
es,estación plaza elíptica,8100,0.13,LOW,w3,3,9,8411.5
es,línea 2 metro madrid,27100,0,LOW,w3,24,7,8369.1
es,tiempo mañana barcelona,22200,0.01,LOW,w3,30,10,8325.0
es,puerto calero,22200,0.59,LOW,w3,18,7,8325.0
es,clima hoy barcelona,27100,0.33,LOW,w3,39,10,8295.9
es,clima en madrid,27100,0,LOW,w3,39,10,8295.9
pt,seguro automóvel,33100,3.99,HIGH,w5,18,7,8275.0
es,puerto de alicante,18100,0.21,LOW,w3,13,7,8263.0
es,tiempo: puerto lumbreras,12100,0,LOW,w3,12,10,8250.0
es,tiempo: manzanares el real,12100,0,LOW,w3,12,10,8250.0
pt,o tempo em porto,9900,0,LOW,w3,8,10,8250.0
pt,vila nova de gaia tempo,9900,0,LOW,w3,8,10,8250.0
es,aemet cambrils,6600,5.67,LOW,w3,2,10,8250.0
es,linea metro 12 madrid,14800,0,LOW,w3,9,7,8178.9
es,cercanías Bilbao,12100,0,LOW,seed,10,9,8167.5
es,resultado examen práctico dgt,12100,0,LOW,w3,10,9,8167.5
es,comprar tasas dgt,12100,1.55,LOW,w5,10,9,8167.5
es,cercanías renfe bilbao horario,12100,0,LOW,w5,10,9,8167.5
es,horarios renfe cercanias bilbao,12100,0,LOW,w5,10,9,8167.5
